n,terminal,wtime,count,index,ru_idrss,ru_inblock,ru_isrss,ru_ixrss,ru_majflt,ru_maxrss,ru_minflt,ru_msgrcv,ru_msgsnd,ru_nivcsw,ru_nsignals,ru_nswap,ru_nvcsw,ru_oublock,ru_stime,ru_utime
0,konsole,0.883621,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68448,12403,0,0,2314,0,0,2004,168,0.279684,0.852395
1,konsole,0.867443,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,69328,12456,0,0,99,0,0,2076,224,0.254779,0.832916
2,konsole,0.864047,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,69064,12430,0,0,105,0,0,2051,160,0.29767499999999997,0.800449
3,konsole,0.84112,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68372,12407,0,0,1038,0,0,2039,160,0.259266,0.817349
4,konsole,0.828485,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68616,12410,0,0,1406,0,0,2328,160,0.264685,0.7912469999999999
5,konsole,0.825416,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68520,12423,0,0,663,0,0,2039,160,0.26553,0.814059
6,konsole,0.855036,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68444,12406,0,0,341,0,0,2007,160,0.25412399999999996,0.822809
7,konsole,0.834093,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68500,12407,0,0,1866,0,0,2036,160,0.262768,0.7980929999999999
8,konsole,0.807817,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68832,12443,0,0,99,0,0,2076,160,0.264444,0.760968
9,konsole,0.85903,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69328,12432,0,0,741,0,0,1979,160,0.28571799999999997,0.814805
10,konsole,0.842298,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68460,12440,0,0,451,0,0,2087,168,0.264106,0.813616
11,konsole,0.839769,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,69268,12450,0,0,119,0,0,2048,192,0.266669,0.808348
12,konsole,0.851732,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68684,12457,0,0,408,0,0,2029,288,0.26209099999999996,0.830476
13,konsole,0.834031,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69224,12467,0,0,606,0,0,2003,256,0.26583599999999996,0.792553
14,konsole,0.861037,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,69272,12454,0,0,171,0,0,2018,256,0.267057,0.832989
15,konsole,0.847099,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68528,12449,0,0,1880,0,0,2019,256,0.28864999999999996,0.7859649999999999
16,konsole,0.863308,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,69224,12464,0,0,1874,0,0,2008,264,0.2818,0.792481
17,konsole,0.851001,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68832,12415,0,0,448,0,0,2024,256,0.277977,0.76832
18,konsole,0.862052,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68372,12436,0,0,469,0,0,2073,256,0.27471799999999996,0.8171069999999999
19,konsole,0.841713,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68952,12436,0,0,81,0,0,2043,256,0.264471,0.818448
20,konsole,0.839725,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68376,12446,0,0,216,0,0,2017,256,0.25532099999999996,0.83668
21,konsole,0.854153,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68308,12404,0,0,189,0,0,2045,256,0.25626899999999997,0.833774
22,konsole,0.82088,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,69060,12421,0,0,61,0,0,2022,256,0.255634,0.793399
23,konsole,0.880747,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69344,12417,0,0,162,0,0,2033,352,0.258448,0.8511869999999999
24,konsole,0.865369,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68704,12443,0,0,243,0,0,2061,192,0.261881,0.829587
25,konsole,0.909213,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,69140,12435,0,0,235,0,0,2043,192,0.264864,0.851521
26,konsole,0.894738,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69304,12457,0,0,412,0,0,2086,168,0.290655,0.819665
27,konsole,0.873495,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68420,12426,0,0,102,0,0,2077,160,0.25509899999999996,0.847324
28,konsole,0.812569,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68768,12431,0,0,229,0,0,2023,192,0.273826,0.7641169999999999
29,konsole,0.850988,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68944,12467,0,0,1625,0,0,2013,192,0.272053,0.836691
30,konsole,0.86581,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68396,12445,0,0,3751,0,0,2023,160,0.282865,0.821772
31,konsole,0.868261,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68444,12409,0,0,1263,0,0,2020,192,0.290516,0.8280259999999999
32,konsole,0.858055,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68916,12458,0,0,91,0,0,2025,168,0.254647,0.8523339999999999
33,konsole,0.884537,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68804,12445,0,0,587,0,0,2023,160,0.27427999999999997,0.84724
34,konsole,0.883611,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,69196,12440,0,0,579,0,0,2031,160,0.265246,0.860823
35,konsole,0.801844,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68472,12439,0,0,250,0,0,2036,160,0.25607199999999997,0.757313
36,konsole,0.845887,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68404,12412,0,0,2639,0,0,1968,288,0.243078,0.841568
37,konsole,0.843764,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68808,12427,0,0,337,0,0,2053,256,0.259841,0.813099
38,konsole,0.892584,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69292,12455,0,0,55,0,0,2054,256,0.281201,0.8441949999999999
39,konsole,0.81038,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68824,12423,0,0,211,0,0,2024,256,0.26273399999999997,0.771162
40,konsole,0.798188,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68572,12404,0,0,2696,0,0,1984,256,0.26204,0.773296
41,konsole,0.878515,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68300,12405,0,0,85,0,0,2032,256,0.267275,0.8404149999999999
42,konsole,0.870061,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68636,12425,0,0,672,0,0,2045,264,0.299398,0.813627
43,konsole,0.882429,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68416,12424,0,0,412,0,0,2058,256,0.258363,0.832503
44,konsole,0.881429,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68788,12390,0,0,1686,0,0,2041,256,0.287165,0.8148489999999999
45,konsole,0.863426,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68900,12417,0,0,1175,0,0,2035,256,0.26459299999999997,0.827962
46,konsole,0.805794,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68544,12427,0,0,100,0,0,2068,256,0.273669,0.752258
47,konsole,0.884189,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68900,12432,0,0,334,0,0,2051,288,0.271348,0.835757
48,konsole,0.814684,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69280,12436,0,0,81,0,0,2065,264,0.259475,0.77393
49,konsole,0.872489,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68672,12427,0,0,237,0,0,2009,320,0.290114,0.819901
50,konsole,0.860736,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68660,12413,0,0,201,0,0,2048,256,0.27502699999999997,0.830612
51,konsole,0.883324,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68644,12427,0,0,530,0,0,2068,256,0.241864,0.866989
52,konsole,0.812739,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68900,12435,0,0,281,0,0,2015,256,0.24970499999999998,0.805508
53,konsole,0.866067,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68904,12438,0,0,616,0,0,2038,256,0.275955,0.816311
54,konsole,0.849977,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68896,12413,0,0,2882,0,0,2019,256,0.278059,0.8129949999999999
55,konsole,0.833665,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68760,12412,0,0,127,0,0,2076,256,0.278439,0.805097
56,konsole,0.891709,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68388,12442,0,0,226,0,0,2033,288,0.26785,0.8637079999999999
57,konsole,0.863113,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68816,12421,0,0,232,0,0,2048,256,0.27592099999999997,0.8232999999999999
58,konsole,0.866053,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68448,12444,0,0,965,0,0,2056,424,0.28514,0.791403
59,konsole,0.860794,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,69176,12455,0,0,4298,0,0,2007,192,0.27561199999999997,0.82977
60,konsole,0.842587,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68736,12445,0,0,86,0,0,2007,160,0.263767,0.813708
61,konsole,0.861632,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,69340,12446,0,0,315,0,0,2085,192,0.26600599999999996,0.837066
62,konsole,0.845984,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68540,12436,0,0,86,0,0,1985,160,0.269088,0.82575
63,konsole,0.829641,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68792,12418,0,0,1159,0,0,2020,160,0.26522,0.809306
64,konsole,0.884916,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68808,12433,0,0,214,0,0,2053,168,0.263801,0.863109
65,konsole,0.915406,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68600,12405,0,0,193,0,0,2034,160,0.277786,0.829569
66,konsole,0.837949,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,69332,12455,0,0,4773,0,0,1964,192,0.262106,0.8167439999999999
67,konsole,0.85113,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68540,12429,0,0,616,0,0,2057,160,0.263195,0.823344
68,konsole,0.868549,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68356,12389,0,0,273,0,0,2041,160,0.290093,0.801504
69,konsole,0.874495,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68980,12445,0,0,3394,0,0,1989,160,0.275036,0.831633
70,konsole,0.848013,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68828,12436,0,0,155,0,0,2048,160,0.275353,0.81138
71,konsole,0.832215,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68660,12410,0,0,101,0,0,2042,288,0.25959,0.786818
72,konsole,0.844579,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,69316,12447,0,0,131,0,0,2071,256,0.250635,0.822761
73,konsole,0.844994,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68572,12414,0,0,88,0,0,2122,256,0.288341,0.783732
74,konsole,0.864232,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68424,12411,0,0,445,0,0,2028,264,0.263687,0.833761
75,konsole,0.846555,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68388,12440,0,0,643,0,0,2010,256,0.258843,0.833692
76,konsole,0.830368,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68308,12421,0,0,256,0,0,2045,256,0.277683,0.7954869999999999
77,konsole,0.849907,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69104,12454,0,0,81,0,0,2040,256,0.262862,0.819593
78,konsole,0.871851,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,69152,12430,0,0,391,0,0,2048,256,0.257085,0.858794
79,konsole,0.926441,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68560,12425,0,0,3427,0,0,2021,256,0.288354,0.888099
80,konsole,0.898412,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69268,12438,0,0,99,0,0,2055,264,0.28040899999999996,0.8495039999999999
81,konsole,0.909808,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,69172,12421,0,0,1305,0,0,2041,256,0.279764,0.786681
82,konsole,0.868551,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,69184,12439,0,0,1490,0,0,2046,320,0.286454,0.833193
83,konsole,0.803976,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68392,12414,0,0,1381,0,0,2065,320,0.287213,0.7502679999999999
84,konsole,0.858657,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68832,12453,0,0,1472,0,0,1994,256,0.248796,0.84448
85,konsole,0.883705,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68844,12440,0,0,811,0,0,2053,256,0.29708799999999996,0.821813
86,konsole,0.873105,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,69256,12435,0,0,1078,0,0,2050,256,0.288319,0.813704
87,konsole,0.837989,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68360,12414,0,0,339,0,0,2010,256,0.265518,0.8056369999999999
88,konsole,0.858373,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69168,12442,0,0,459,0,0,1993,256,0.236673,0.831897
89,konsole,0.842676,<built-in method count of resource.struct_rusage object at 0x7f136921d308>,<built-in method index of resource.struct_rusage object at 0x7f136921d308>,0,0,0,0,0,68764,12441,0,0,80,0,0,2035,256,0.26431899999999997,0.8108069999999999
90,konsole,0.850391,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68700,12447,0,0,168,0,0,2068,296,0.252104,0.8237319999999999
91,konsole,0.869457,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68612,12434,0,0,201,0,0,2061,256,0.291933,0.810897
92,konsole,0.795348,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68512,12402,0,0,1615,0,0,1924,256,0.26756399999999997,0.75839
93,konsole,0.846495,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68740,12428,0,0,209,0,0,2022,416,0.265891,0.8094429999999999
94,konsole,0.878619,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,68724,12428,0,0,76,0,0,2017,192,0.27238999999999997,0.845765
95,konsole,0.871746,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68716,12442,0,0,85,0,0,2053,160,0.26978199999999997,0.820955
96,konsole,0.853073,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68932,12429,0,0,2298,0,0,2038,168,0.271551,0.820253
97,konsole,0.843745,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,69280,12428,0,0,88,0,0,2043,192,0.264554,0.808118
98,konsole,0.881264,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,68732,12426,0,0,515,0,0,2046,160,0.260689,0.8492719999999999
99,konsole,0.88663,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,68460,12381,0,0,1947,0,0,2002,160,0.259364,0.851366
100,pterm,0.934451,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,19880,2021,0,0,222,0,0,1330,0,0.25437899999999997,0.9908049999999999
101,pterm,0.950375,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,20180,2020,0,0,635,0,0,1323,0,0.23790899999999998,1.027316
102,pterm,0.937886,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,19840,2014,0,0,408,0,0,1323,0,0.21226699999999998,1.037837
103,pterm,0.933577,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,20180,2018,0,0,86,0,0,1323,0,0.243165,1.004539
104,pterm,0.950934,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,19988,2012,0,0,451,0,0,1331,0,0.237981,1.022558
105,pterm,0.957248,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,19860,2015,0,0,655,0,0,1336,0,0.241506,1.041892
106,pterm,0.912432,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,20204,2014,0,0,55,0,0,1312,0,0.21637299999999998,1.008908
107,pterm,0.94878,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,20176,2025,0,0,461,0,0,1329,0,0.237281,1.022313
108,pterm,0.950222,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,19680,2017,0,0,286,0,0,1331,0,0.21472,1.045108
109,pterm,0.925486,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,19872,2015,0,0,353,0,0,1314,0,0.23124499999999998,1.002185
110,pterm,0.945717,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,20024,2014,0,0,330,0,0,1328,0,0.26145599999999997,1.005322
111,pterm,0.95595,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,20016,2018,0,0,449,0,0,1331,0,0.22985999999999998,1.042026
112,pterm,0.946337,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,20288,2014,0,0,80,0,0,1331,0,0.241277,1.020542
113,pterm,0.94351,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,20228,2024,0,0,248,0,0,1327,0,0.255324,1.012062
114,pterm,0.959609,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,20232,2022,0,0,167,0,0,1322,0,0.239471,1.024924
115,pterm,0.951163,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,20240,2011,0,0,104,0,0,1338,0,0.23912499999999998,1.0305279999999999
116,pterm,0.97316,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,19848,2014,0,0,991,0,0,1319,0,0.25093699999999997,1.03639
117,pterm,0.906282,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,19992,2019,0,0,514,0,0,1305,0,0.22405899999999998,0.9903569999999999
118,pterm,0.919424,<built-in method count of resource.struct_rusage object at 0x7f136921d1a8>,<built-in method index of resource.struct_rusage object at 0x7f136921d1a8>,0,0,0,0,0,19884,2011,0,0,449,0,0,1323,0,0.229456,0.9916079999999999
119,pterm,0.935309,<built-in method count of resource.struct_rusage object at 0x7f136921d0f8>,<built-in method index of resource.struct_rusage object at 0x7f136921d0f8>,0,0,0,0,0,20080,2016,0,0,151,0,0,1322,0,0.231642,1.017658
120,pterm,0.942031,<built-in method count of resource.struct_rusage object at 0x7f136921d258>,<built-in method index of resource.struct_rusage object at 0x7f136921d258>,0,0,0,0,0,19692,2020,0,0,605,0,0,1337,0,0.224431,1.026772
