n,terminal,wtime,count,index,ru_idrss,ru_inblock,ru_isrss,ru_ixrss,ru_majflt,ru_maxrss,ru_minflt,ru_msgrcv,ru_msgsnd,ru_nivcsw,ru_nsignals,ru_nswap,ru_nvcsw,ru_oublock,ru_stime,ru_utime
0,konsole,0.83132,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68136,12955,0,0,362,0,0,2041,224,0.266426,0.8006059999999999
1,konsole,0.88126,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68480,12965,0,0,206,0,0,2053,160,0.275822,0.848584
2,konsole,0.878609,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,69208,12984,0,0,58,0,0,1995,192,0.271467,0.831055
3,konsole,0.872354,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68808,12967,0,0,618,0,0,2001,168,0.265457,0.8325629999999999
4,konsole,0.842043,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68444,12949,0,0,158,0,0,1993,192,0.267832,0.8229949999999999
5,konsole,0.896859,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68708,12964,0,0,438,0,0,2049,160,0.29909399999999997,0.835747
6,konsole,0.884163,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68400,12977,0,0,1014,0,0,1949,192,0.269105,0.8666189999999999
7,konsole,0.884852,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68000,12948,0,0,351,0,0,1996,160,0.282918,0.819743
8,konsole,0.862523,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68628,12962,0,0,778,0,0,1985,160,0.276816,0.8181149999999999
9,konsole,0.871624,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,69260,12993,0,0,205,0,0,2017,168,0.266883,0.839953
10,konsole,0.983892,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68784,12988,0,0,432,0,0,2019,384,0.285649,0.865185
11,konsole,0.808228,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68976,12997,0,0,171,0,0,1976,192,0.254938,0.783528
12,konsole,0.81887,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68032,12960,0,0,621,0,0,2020,160,0.25779599999999997,0.7874099999999999
13,konsole,0.876569,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68556,12950,0,0,108,0,0,2005,160,0.260693,0.838617
14,konsole,0.891181,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68624,12992,0,0,154,0,0,2007,192,0.288502,0.866568
15,konsole,0.867683,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68624,12966,0,0,105,0,0,2001,224,0.266181,0.823877
16,konsole,0.804681,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68972,12987,0,0,150,0,0,2005,160,0.245584,0.772783
17,konsole,0.875715,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68712,12959,0,0,148,0,0,2001,160,0.26494,0.8399099999999999
18,konsole,0.842351,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68412,12944,0,0,1128,0,0,2001,160,0.270875,0.7976059999999999
19,konsole,0.848762,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68360,12966,0,0,1032,0,0,1997,168,0.265636,0.8305089999999999
20,konsole,0.859085,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68856,12964,0,0,481,0,0,2003,160,0.258466,0.8303929999999999
21,konsole,0.860007,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68676,12983,0,0,348,0,0,2009,160,0.259459,0.831607
22,konsole,0.872566,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68932,12971,0,0,121,0,0,1975,160,0.26406799999999997,0.8285469999999999
23,konsole,0.842753,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68308,12947,0,0,85,0,0,1996,288,0.261503,0.819994
24,konsole,0.808494,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68044,12939,0,0,354,0,0,2028,256,0.256031,0.776254
25,konsole,0.889566,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68412,12967,0,0,90,0,0,2035,296,0.29564999999999997,0.810303
26,konsole,0.87347,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68496,12972,0,0,619,0,0,1978,256,0.278203,0.826757
27,konsole,0.825587,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68760,12959,0,0,66,0,0,2006,256,0.273617,0.773184
28,konsole,0.869381,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68776,12971,0,0,102,0,0,1982,256,0.244547,0.855764
29,konsole,0.858009,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,69256,12981,0,0,127,0,0,1975,256,0.292938,0.7900039999999999
30,konsole,0.838989,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68424,12953,0,0,96,0,0,2006,256,0.25706999999999997,0.817279
31,konsole,0.855712,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,69164,12990,0,0,1134,0,0,2067,256,0.26936099999999996,0.822604
32,konsole,0.89949,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68636,12947,0,0,615,0,0,2057,256,0.298439,0.844182
33,konsole,0.845735,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68912,12968,0,0,868,0,0,2019,256,0.253202,0.8351299999999999
34,konsole,0.85836,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68508,12954,0,0,243,0,0,1987,256,0.285385,0.800844
35,konsole,0.892134,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,69300,12982,0,0,76,0,0,2001,264,0.276258,0.8421379999999999
36,konsole,0.807605,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68464,12965,0,0,1442,0,0,1980,320,0.272382,0.758579
37,konsole,0.850592,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68140,12958,0,0,137,0,0,2044,224,0.27166599999999996,0.800798
38,konsole,0.876884,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68712,12971,0,0,2423,0,0,1990,192,0.263471,0.858571
39,konsole,0.861766,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68924,12965,0,0,64,0,0,2024,160,0.281367,0.83393
40,konsole,0.864242,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,69036,12986,0,0,488,0,0,2032,160,0.267515,0.846158
41,konsole,0.887818,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68404,12969,0,0,2298,0,0,1955,168,0.259589,0.861748
42,konsole,0.859167,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68260,12950,0,0,70,0,0,1977,160,0.266407,0.826971
43,konsole,0.872471,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68532,12940,0,0,1786,0,0,1952,192,0.274257,0.826662
44,konsole,0.857217,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68664,12962,0,0,88,0,0,1977,160,0.24595099999999998,0.8455769999999999
45,konsole,0.860399,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68768,12979,0,0,150,0,0,2027,160,0.263663,0.82061
46,konsole,0.879333,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68788,12963,0,0,557,0,0,2038,160,0.28187799999999996,0.85463
47,konsole,0.893295,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,69140,12964,0,0,294,0,0,2013,160,0.283732,0.8458169999999999
48,konsole,0.877436,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68600,12958,0,0,192,0,0,2052,160,0.253502,0.858155
49,konsole,0.79663,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,69316,12983,0,0,262,0,0,2016,288,0.260002,0.766826
50,konsole,0.877639,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68752,12954,0,0,497,0,0,1976,256,0.271932,0.8246209999999999
51,konsole,0.886471,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68072,12959,0,0,561,0,0,2009,264,0.267445,0.864312
52,konsole,0.831288,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68492,12959,0,0,1604,0,0,1872,256,0.22275199999999998,0.831067
53,konsole,1.013115,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68796,12957,0,0,945,0,0,2041,3456,0.283041,0.854541
54,konsole,0.88448,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,69008,12983,0,0,138,0,0,1993,256,0.253152,0.8400829999999999
55,konsole,0.846084,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,69164,12982,0,0,319,0,0,1936,160,0.25967799999999996,0.78413
56,konsole,0.867778,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68868,12971,0,0,2196,0,0,2018,160,0.275284,0.817039
57,konsole,0.905376,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68284,12972,0,0,1015,0,0,1922,200,0.28340499999999996,0.8455699999999999
58,konsole,0.828171,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,69004,12974,0,0,155,0,0,2027,160,0.266516,0.802832
59,konsole,0.834017,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68968,12987,0,0,1268,0,0,1998,160,0.256522,0.811757
60,konsole,0.880384,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68560,12947,0,0,289,0,0,1937,160,0.263963,0.840374
61,konsole,0.860996,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68752,12972,0,0,165,0,0,2030,192,0.27016999999999997,0.8256779999999999
62,konsole,0.861055,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68428,12967,0,0,752,0,0,1979,160,0.25345,0.8539289999999999
63,konsole,0.909283,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68232,12963,0,0,85,0,0,2007,160,0.28568,0.864529
64,konsole,0.838845,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68236,12930,0,0,385,0,0,2036,160,0.249416,0.7957569999999999
65,konsole,0.816532,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,69108,12978,0,0,66,0,0,2001,160,0.26195399999999996,0.7573679999999999
66,konsole,0.858008,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,69200,12980,0,0,83,0,0,2016,320,0.256778,0.8250149999999999
67,konsole,0.833767,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68724,12995,0,0,492,0,0,1996,264,0.25776299999999996,0.806357
68,konsole,0.861589,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,69076,12985,0,0,103,0,0,1992,256,0.251837,0.836684
69,konsole,0.916091,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68972,12965,0,0,296,0,0,2073,256,0.261075,0.8999429999999999
70,konsole,0.842773,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68480,12948,0,0,279,0,0,2022,256,0.262996,0.822726
71,konsole,0.859776,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68572,12958,0,0,92,0,0,1993,256,0.27863,0.8237329999999999
72,konsole,0.86476,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68216,12974,0,0,145,0,0,1977,256,0.260167,0.823641
73,konsole,0.899075,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68780,12972,0,0,595,0,0,1968,296,0.27579,0.829724
74,konsole,0.900458,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,69092,12983,0,0,143,0,0,1925,256,0.276609,0.847343
75,konsole,0.906924,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68620,12946,0,0,338,0,0,2014,256,0.251615,0.8412569999999999
76,konsole,0.844261,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68816,12985,0,0,1580,0,0,1957,256,0.24590399999999998,0.821912
77,konsole,0.863723,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,69024,12960,0,0,1037,0,0,2055,256,0.259639,0.82056
78,konsole,0.853179,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68576,12948,0,0,444,0,0,1980,256,0.273289,0.785991
79,konsole,0.899245,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68684,12965,0,0,76,0,0,1955,256,0.27335,0.843827
80,konsole,0.829156,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68652,12976,0,0,85,0,0,2009,320,0.24975,0.806534
81,konsole,0.891903,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68372,12956,0,0,976,0,0,1967,256,0.267185,0.850305
82,konsole,0.892439,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68648,12956,0,0,69,0,0,2050,256,0.265341,0.872309
83,konsole,0.862847,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,68672,12981,0,0,206,0,0,1983,264,0.26522799999999996,0.830843
84,konsole,0.8389,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68244,12962,0,0,639,0,0,2031,256,0.28697,0.784114
85,konsole,0.877572,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68052,12971,0,0,886,0,0,2026,256,0.276257,0.843613
86,konsole,0.882394,<built-in method count of resource.struct_rusage object at 0x7f332a0a11a8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a11a8>,0,0,0,0,0,69024,12975,0,0,238,0,0,2028,288,0.269934,0.8437469999999999
87,konsole,0.922879,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68904,12953,0,0,254,0,0,1985,256,0.265462,0.8477859999999999
88,konsole,0.896273,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68788,12964,0,0,182,0,0,1986,256,0.253882,0.872945
89,konsole,0.882962,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68128,12962,0,0,422,0,0,1996,264,0.26842499999999997,0.828496
90,konsole,0.887661,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68904,12976,0,0,155,0,0,1956,256,0.270235,0.848541
91,konsole,0.870128,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68372,12954,0,0,189,0,0,1963,352,0.254814,0.8463649999999999
92,konsole,0.911225,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68432,12973,0,0,92,0,0,2027,256,0.294054,0.8617579999999999
93,konsole,0.88741,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,69004,12985,0,0,914,0,0,1979,192,0.26062799999999997,0.853012
94,konsole,0.84069,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68264,12969,0,0,117,0,0,2007,160,0.271862,0.795928
95,konsole,0.861826,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,69288,12979,0,0,187,0,0,1934,192,0.26129199999999997,0.8338599999999999
96,konsole,0.879852,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68792,12968,0,0,82,0,0,2044,160,0.268982,0.8476009999999999
97,konsole,0.843037,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,68824,12961,0,0,101,0,0,2004,160,0.258028,0.831998
98,konsole,0.885146,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,68888,12943,0,0,2282,0,0,2033,160,0.28298599999999996,0.8230679999999999
99,konsole,0.826371,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,68136,12970,0,0,97,0,0,2032,200,0.25418399999999997,0.791404
100,pterm,0.935108,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,20072,2036,0,0,519,0,0,1336,0,0.23923599999999998,1.00854
101,pterm,0.929328,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,20056,2026,0,0,194,0,0,1337,0,0.253768,0.988861
102,pterm,0.942898,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,19928,2035,0,0,126,0,0,1334,0,0.232174,1.02544
103,pterm,0.941204,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,20052,2032,0,0,464,0,0,1342,0,0.230118,1.025061
104,pterm,0.956173,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,19748,2032,0,0,215,0,0,1330,0,0.243231,1.02636
105,pterm,0.957534,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,20036,2029,0,0,47,0,0,1338,0,0.25806999999999997,1.018156
106,pterm,0.93518,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,20260,2037,0,0,185,0,0,1341,0,0.230732,1.015697
107,pterm,0.947835,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,20072,2033,0,0,942,0,0,1342,0,0.250803,1.017207
108,pterm,0.948815,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,20252,2033,0,0,128,0,0,1337,0,0.223605,1.037859
109,pterm,0.93357,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,19752,2031,0,0,580,0,0,1339,0,0.23901299999999998,1.005761
110,pterm,0.934803,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,20280,2037,0,0,92,0,0,1332,0,0.23263799999999998,1.016051
111,pterm,0.914533,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,20184,2035,0,0,552,0,0,1335,0,0.243835,0.976078
112,pterm,0.961236,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,19744,2021,0,0,204,0,0,1336,0,0.24956299999999998,1.024021
113,pterm,0.948835,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,19724,2014,0,0,39,0,0,1339,0,0.222039,1.043896
114,pterm,0.945677,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,19900,2030,0,0,112,0,0,1340,0,0.232599,1.02705
115,pterm,0.938003,<built-in method count of resource.struct_rusage object at 0x7f332a0a1308>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1308>,0,0,0,0,0,19952,2020,0,0,202,0,0,1338,0,0.229765,1.017669
116,pterm,0.929757,<built-in method count of resource.struct_rusage object at 0x7f332a0a1258>,<built-in method index of resource.struct_rusage object at 0x7f332a0a1258>,0,0,0,0,0,20256,2033,0,0,325,0,0,1327,0,0.22769199999999998,1.013122
117,pterm,0.955165,<built-in method count of resource.struct_rusage object at 0x7f332a0a10f8>,<built-in method index of resource.struct_rusage object at 0x7f332a0a10f8>,0,0,0,0,0,20236,2026,0,0,697,0,0,1337,0,0.250948,1.019706
