n,terminal,wtime,count,index,ru_idrss,ru_inblock,ru_isrss,ru_ixrss,ru_majflt,ru_maxrss,ru_minflt,ru_msgrcv,ru_msgsnd,ru_nivcsw,ru_nsignals,ru_nswap,ru_nvcsw,ru_oublock,ru_stime,ru_utime
0,konsole,0.658149,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63988,11091,0,0,36,0,0,1936,16,0.22399999999999998,0.712
1,konsole,0.651306,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63680,11059,0,0,147,0,0,1932,16,0.22,0.692
2,konsole,0.629088,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,62932,11063,0,0,150,0,0,1904,16,0.19999999999999998,0.712
3,konsole,0.676668,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63676,11057,0,0,48,0,0,1920,24,0.184,0.748
4,konsole,0.716256,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63528,11057,0,0,190,0,0,1939,16,0.256,0.772
5,konsole,0.662225,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63852,11078,0,0,36,0,0,1928,16,0.26799999999999996,0.648
6,konsole,0.669089,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63616,11059,0,0,103,0,0,1915,16,0.216,0.716
7,konsole,0.653344,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,64124,11074,0,0,86,0,0,1860,16,0.212,0.704
8,konsole,0.653684,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,64112,11088,0,0,53,0,0,1938,16,0.23199999999999998,0.6719999999999999
9,konsole,0.686467,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63708,11093,0,0,111,0,0,1914,24,0.236,0.708
10,konsole,0.643863,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63724,11069,0,0,51,0,0,1923,16,0.192,0.716
11,konsole,0.64358,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63612,11090,0,0,136,0,0,1966,16,0.248,0.644
12,konsole,0.648499,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63612,11068,0,0,125,0,0,1942,16,0.22,0.704
13,konsole,0.652556,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63592,11072,0,0,82,0,0,1897,16,0.216,0.6759999999999999
14,konsole,0.711132,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63568,11087,0,0,1031,0,0,1914,24,0.22799999999999998,0.74
15,konsole,0.669535,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63956,11075,0,0,81,0,0,1908,16,0.208,0.72
16,konsole,0.649022,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63736,11089,0,0,88,0,0,1893,16,0.19599999999999998,0.716
17,konsole,0.688231,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63764,11046,0,0,55,0,0,1910,16,0.208,0.752
18,konsole,0.668522,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63632,11091,0,0,194,0,0,1938,16,0.22,0.724
19,konsole,0.654959,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63780,11077,0,0,211,0,0,1912,32,0.188,0.736
20,konsole,0.660473,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63432,11057,0,0,59,0,0,1948,16,0.22,0.708
21,konsole,0.685827,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,62984,11078,0,0,174,0,0,1935,16,0.27199999999999996,0.696
22,konsole,0.65149,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63584,11090,0,0,57,0,0,1890,16,0.236,0.688
23,konsole,0.675603,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63672,11060,0,0,62,0,0,1925,16,0.22,0.736
24,konsole,0.674598,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63680,11065,0,0,41,0,0,1976,16,0.204,0.752
25,konsole,0.655251,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63372,11080,0,0,45,0,0,1933,24,0.27599999999999997,0.652
26,konsole,0.668401,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63732,11097,0,0,80,0,0,1946,16,0.23199999999999998,0.704
27,konsole,0.643789,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,64096,11071,0,0,73,0,0,1910,16,0.236,0.6719999999999999
28,konsole,0.667564,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63580,11058,0,0,134,0,0,1956,16,0.26,0.6639999999999999
29,konsole,0.641392,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63996,11117,0,0,80,0,0,1950,16,0.22399999999999998,0.6719999999999999
30,konsole,0.673289,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63508,11048,0,0,156,0,0,1973,24,0.204,0.724
31,konsole,0.655433,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63764,11072,0,0,34,0,0,1891,16,0.212,0.688
32,konsole,0.656017,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63960,11106,0,0,51,0,0,1954,16,0.19999999999999998,0.708
33,konsole,0.668358,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63532,11108,0,0,61,0,0,1933,16,0.236,0.704
34,konsole,0.653526,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63764,11075,0,0,138,0,0,1915,16,0.192,0.724
35,konsole,0.655618,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63924,11061,0,0,78,0,0,1942,24,0.16,0.756
36,konsole,0.671759,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63504,11069,0,0,86,0,0,1926,16,0.244,0.6839999999999999
37,konsole,0.69394,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63860,11088,0,0,123,0,0,1928,16,0.208,0.756
38,konsole,0.673199,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63676,11065,0,0,62,0,0,1942,16,0.22399999999999998,0.72
39,konsole,0.632865,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,64144,11083,0,0,150,0,0,1911,16,0.192,0.712
40,konsole,0.668855,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63480,11080,0,0,134,0,0,1961,16,0.216,0.716
41,konsole,0.684021,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63624,11082,0,0,139,0,0,1936,24,0.236,0.708
42,konsole,0.648013,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,64120,11101,0,0,79,0,0,1890,16,0.19999999999999998,0.72
43,konsole,0.649073,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63684,11078,0,0,44,0,0,1945,16,0.22399999999999998,0.6639999999999999
44,konsole,0.653861,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63660,11108,0,0,114,0,0,1951,16,0.176,0.72
45,konsole,0.66362,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63932,11094,0,0,113,0,0,1949,16,0.192,0.744
46,konsole,0.642725,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63836,11089,0,0,66,0,0,1864,24,0.216,0.6799999999999999
47,konsole,0.694608,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63920,11069,0,0,49,0,0,1962,16,0.22799999999999998,0.744
48,konsole,0.649879,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63972,11057,0,0,201,0,0,1822,16,0.204,0.72
49,konsole,0.690013,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63912,11103,0,0,237,0,0,1961,16,0.19599999999999998,0.772
50,konsole,0.641981,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63728,11083,0,0,231,0,0,1937,16,0.184,0.724
51,konsole,0.658508,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63360,11061,0,0,53,0,0,1915,24,0.212,0.704
52,konsole,0.660093,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63640,11084,0,0,48,0,0,1941,16,0.22799999999999998,0.6799999999999999
53,konsole,0.663095,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63792,11074,0,0,68,0,0,1968,16,0.216,0.7
54,konsole,0.701925,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63844,11093,0,0,127,0,0,1934,16,0.208,0.772
55,konsole,0.678089,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63816,11075,0,0,120,0,0,1912,16,0.22399999999999998,0.74
56,konsole,0.671696,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63568,11075,0,0,117,0,0,1957,16,0.192,0.756
57,konsole,0.685333,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63772,11093,0,0,117,0,0,1947,24,0.22399999999999998,0.732
58,konsole,0.687431,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63756,11106,0,0,37,0,0,1974,16,0.204,0.748
59,konsole,0.69153,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63836,11088,0,0,519,0,0,1897,16,0.22799999999999998,0.732
60,konsole,0.656252,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63828,11089,0,0,300,0,0,1900,16,0.23199999999999998,0.716
61,konsole,0.659458,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63436,11085,0,0,201,0,0,1933,16,0.208,0.708
62,konsole,0.692427,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63508,11075,0,0,225,0,0,1945,24,0.19599999999999998,0.768
63,konsole,0.67903,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63636,11097,0,0,49,0,0,1963,16,0.19599999999999998,0.764
64,konsole,0.662026,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,64052,11074,0,0,134,0,0,1939,16,0.19599999999999998,0.748
65,konsole,0.655652,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63444,11068,0,0,95,0,0,1921,24,0.204,0.712
66,konsole,0.664928,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63576,11063,0,0,67,0,0,1902,16,0.22,0.704
67,konsole,0.65243,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63380,11086,0,0,182,0,0,1901,24,0.24,0.652
68,konsole,0.686066,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63856,11082,0,0,43,0,0,1964,16,0.244,0.732
69,konsole,0.656109,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,64096,11069,0,0,261,0,0,1945,16,0.22399999999999998,0.704
70,konsole,0.685408,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63560,11049,0,0,227,0,0,1904,16,0.248,0.708
71,konsole,0.691428,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63656,11063,0,0,93,0,0,1893,16,0.212,0.764
72,konsole,0.659428,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63696,11070,0,0,208,0,0,1910,16,0.22,0.708
73,konsole,0.668567,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,62924,11074,0,0,71,0,0,1938,24,0.22,0.724
74,konsole,0.643926,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63700,11090,0,0,48,0,0,1901,16,0.19999999999999998,0.7
75,konsole,0.687129,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63632,11060,0,0,61,0,0,1949,16,0.22399999999999998,0.72
76,konsole,0.681789,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,64060,11093,0,0,34,0,0,1948,16,0.264,0.6639999999999999
77,konsole,0.677222,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63792,11053,0,0,85,0,0,1910,16,0.22,0.716
78,konsole,0.645239,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63608,11070,0,0,136,0,0,1896,24,0.216,0.688
79,konsole,0.653554,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63556,11046,0,0,120,0,0,1974,16,0.236,0.6799999999999999
80,konsole,0.686229,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63360,11069,0,0,75,0,0,1901,16,0.22799999999999998,0.712
81,konsole,0.713542,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63772,11070,0,0,697,0,0,1905,16,0.248,0.724
82,konsole,0.656165,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63892,11066,0,0,43,0,0,1908,16,0.19999999999999998,0.704
83,konsole,0.658926,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63496,11082,0,0,136,0,0,1946,24,0.22799999999999998,0.696
84,konsole,0.677595,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63688,11081,0,0,304,0,0,1885,16,0.236,0.708
85,konsole,0.670963,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,64068,11101,0,0,57,0,0,1962,16,0.24,0.7
86,konsole,0.664818,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63568,11086,0,0,50,0,0,1923,16,0.22399999999999998,0.704
87,konsole,0.675499,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63808,11083,0,0,243,0,0,1956,16,0.252,0.7
88,konsole,0.685235,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63424,11069,0,0,41,0,0,1934,16,0.192,0.748
89,konsole,0.671801,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,62804,11060,0,0,43,0,0,1891,24,0.244,0.692
90,konsole,0.679641,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63636,11100,0,0,82,0,0,1922,16,0.23199999999999998,0.704
91,konsole,0.650809,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63696,11095,0,0,60,0,0,1931,16,0.22399999999999998,0.688
92,konsole,0.683035,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63760,11073,0,0,174,0,0,1935,16,0.236,0.72
93,konsole,0.636861,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63564,11076,0,0,58,0,0,1901,16,0.212,0.6839999999999999
94,konsole,0.665789,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,64116,11078,0,0,71,0,0,1945,24,0.22,0.708
95,konsole,0.694071,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63552,11066,0,0,44,0,0,1940,16,0.26,0.708
96,konsole,0.669769,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,64324,11091,0,0,50,0,0,1964,16,0.248,0.696
97,konsole,0.65014,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63428,11081,0,0,145,0,0,1934,16,0.19599999999999998,0.724
98,konsole,0.661858,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,63720,11082,0,0,68,0,0,1958,16,0.22399999999999998,0.6799999999999999
99,konsole,0.685935,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,63704,11085,0,0,54,0,0,1963,24,0.248,0.716
100,pterm,0.938386,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,20884,2068,0,0,1421,0,0,1331,0,0.216,1.02
101,pterm,0.963559,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,21508,2071,0,0,1441,0,0,1313,0,0.22399999999999998,1.048
102,pterm,0.934987,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,21692,2072,0,0,3960,0,0,1324,0,0.22799999999999998,1.016
103,pterm,0.92368,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,21472,2072,0,0,1717,0,0,1318,0,0.204,1.016
104,pterm,0.938432,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,21500,2072,0,0,2929,0,0,1337,0,0.23199999999999998,1.0
105,pterm,0.946962,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,20888,2062,0,0,2732,0,0,1329,0,0.18,1.06
106,pterm,0.948056,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,21616,2079,0,0,890,0,0,1338,0,0.22,1.028
107,pterm,0.940386,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,21420,2073,0,0,1004,0,0,1331,0,0.19999999999999998,1.036
108,pterm,0.922121,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,21044,2068,0,0,291,0,0,1344,0,0.19999999999999998,0.992
109,pterm,0.938995,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,21536,2067,0,0,3627,0,0,1320,0,0.22799999999999998,1.016
110,pterm,0.95868,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,21048,2075,0,0,1374,0,0,1345,0,0.24,1.036
111,pterm,0.931111,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,21616,2068,0,0,803,0,0,1333,0,0.184,1.044
112,pterm,0.936342,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,21436,2077,0,0,1195,0,0,1330,0,0.188,1.048
113,pterm,0.941307,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,21452,2075,0,0,1132,0,0,1337,0,0.188,1.036
114,pterm,0.927698,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,21456,2072,0,0,1432,0,0,1340,0,0.22,0.992
115,pterm,0.939549,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,21532,2075,0,0,1827,0,0,1334,0,0.208,1.036
116,pterm,0.937148,<built-in method count of resource.struct_rusage object at 0x7fcf1ec237d8>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec237d8>,0,0,0,0,0,21016,2066,0,0,513,0,0,1330,0,0.22399999999999998,1.0
117,pterm,0.996606,<built-in method count of resource.struct_rusage object at 0x7fcf1ec23938>,<built-in method index of resource.struct_rusage object at 0x7fcf1ec23938>,0,0,0,0,0,21508,2131,0,0,3238,0,0,1312,0,0.236,1.056
